   1.0150914037224691E-002  -44.556149998756347        16.621874540694829      18.879913490962927 27.144384596336913 17.761514716069868 20.970075785446486 28.734258866748711
   1.0181369052772242E-002  -44.688846412083755        16.649454157952754      18.963565672464252 27.279725754155649 17.795901775756604 20.970075785446486 28.853599545797440
   1.0211915440187253E-002  -44.821935078883705        16.635658633926706      18.963565672464252 27.279725754155649 17.795901775756604 20.970075785446486 28.853599545797440
   1.0242553473605791E-002  -44.955417141078065        16.677079536312181      18.963565672464252 27.189423544022169 17.795901775756604 20.970075785446486 28.694588430750063
   1.0273283427986390E-002  -45.089293743807701        16.667865987607858      18.963565672464252 27.279725754155649 17.795901775756604 20.970075785446486 28.853599545797440
   1.0304105579112526E-002  -45.223566035440982        16.603513514585110      18.853847936139445 27.091933442973854 17.727194102573289 20.917992357995423 28.654972763642398
   1.0335020203595080E-002  -45.358235167582144        16.571430509327470      18.833021404608559 27.002252868882394 17.692939806872779 20.894885710011305 28.615411789812001
   1.0366027578874835E-002  -45.493302295079836        16.421015082946052      18.807020588866020 27.047055986449081 17.663631668394981 20.819965235292013 28.544339623016537
   1.0397127983224954E-002  -45.628768576035597        16.380230168456670      18.760309546787173 26.957523967132197 17.600297142988662 20.871804586330462 28.575905433749469
   1.0428321695753485E-002  -45.764635171812351        16.393813872222999      18.786245784241380 26.912869158260875 17.629500194524216 20.842989032330689 28.504931388985174
   1.0459608996405856E-002  -45.900903247042919        16.348578614094158      18.729233323384772 26.816370667607298 17.561434976306348 20.733852277877201 28.465577561849535
   1.0490990165967407E-002  -46.037573969638665        16.339546551557081      18.703375797171734 26.734988399933265 17.498466886246565 20.762516949676908 28.387032827913117
   1.0522465486065882E-002  -46.174648510797915        16.362136070040155      18.646614829984902 26.690702218508306 17.532344673972617 20.791221250552717 28.426278066495623
   1.0554035239173981E-002  -46.312128045014695        16.330519478943348      18.677553969785759 26.860865362682087 17.469480889784176 20.699506905069107 28.355675651581727
   1.0585699708611881E-002  -46.450013750087223        16.321497393496141      18.615726940490866 26.779348062597059 17.435724573884968 20.670929224757632 28.316527886492288
   1.0617459178549787E-002  -46.588306807126578        16.307973610235944      18.513136360985275 26.639127716590160 17.397225790079649 20.636688083217713 28.246198058363294
   1.0649313934010472E-002  -46.727008400565310        16.294461032608968      18.543854028467965 26.595000327215175 17.330057353270814 20.608197130392870 28.137143143961080
   1.0681264260871848E-002  -46.866119718166196        16.285458868290707      18.574622663818918 26.550946034321218 17.363609092866689 20.545655415261720 28.277434168695866
   1.0713310445869520E-002  -47.005641951030782        16.258482204779916      18.477363387350344 26.506964716824843 17.296570445774311 20.574059903800336 28.207201437727420
   1.0745452776599365E-002  -47.145576293608165        16.271964946089938      18.446755860801758 26.455745251280590 17.263148245101945 20.511621788255646 28.176042908596887
   1.0777691541520116E-002  -47.285923943703644        16.200185967992482      18.350166112483006 26.411921632717394 17.225030516798139 20.392947444525795 28.067258854146761
   1.0810027029955939E-002  -47.426686102487579        16.240522592851939      18.380613373817013 26.360885819131170 17.130104013612502 20.483303501601625 27.958894800849421
   1.0842459532099044E-002  -47.567863974503972        16.227065904272280      18.411111154351630 26.317219334057594 17.163268634905936 20.449373159778236 28.028509276466874
   1.0874989339012280E-002  -47.709458767679351        15.846012712337620      18.289422812817623 26.230103243087672 17.191746552886062 20.421140813403497 28.098297084229603
   1.0907616742631751E-002  -47.851471693331554        15.859153403301546      18.319769286665139 26.273625181982652 17.097003476388871 20.359166776406255 27.997548136110421
   1.0940342035769435E-002  -47.993903966178451        15.828508726705081      18.254082121358113 26.179418757570971 17.063966899405273 20.302989966568283 27.920294830273054
   1.0973165512115806E-002  -48.136756804346888        15.815393427526853      18.163519311765114 26.092758818423338 17.002782525466095 20.274959716413406 27.881748150706194
   1.1006087466242483E-002  -48.280031429381452        15.797923264883803      18.193656881956088 26.136052870466269 17.030994159071216 20.331058968707620 27.850949127134790
   1.1039108193604860E-002  -48.423729066253323        15.784833308426705      18.223844457496849 26.049536482448339 16.969928011830806 20.241374493522976 27.812498186048284
   1.1072227990544770E-002  -48.567850943369223        15.767396903416907      18.133431664090722 25.956133548038054 16.941817533551998 20.213429309514790 27.774100330221565
   1.1105447154293130E-002  -48.712398292580239        15.754332240711109      18.073405805644445 25.999200906475778 16.904409316432652 20.185522706548106 27.728092872588192
