   -1.508     -1.418   -1.428     -1.265  -1.361     -1.115          -1.303     -1.011  -1.252    -0.9646  -1.206     -0.942   -1.165    -0.9404      -1.127    -0.9714    -1.093     -1.005      -1.06     -1.027         -1.03     -1.068 
   -1.383     -1.634   -1.303     -1.469  -1.236     -1.307          -1.178     -1.198  -1.127     -1.146  -1.082     -1.116     -1.04     -1.101      -1.002     -1.132   -0.9678     -1.189    -0.9355     -1.225       -0.9055     -1.228 
   -1.303     -1.793   -1.224     -1.595  -1.157     -1.431          -1.099     -1.318  -1.048     -1.258  -1.002     -1.242    -0.961     -1.237     -0.9234     -1.208   -0.8884     -1.174    -0.8564     -1.179       -0.8262      -1.24 
   -1.206     -1.886   -1.127     -1.691   -1.06     -1.521          -1.002     -1.412 -0.9512     -1.351 -0.9055     -1.297   -0.8642     -1.256     -0.8262     -1.274   -0.7916     -1.343    -0.7595     -1.451       -0.7293     -1.569 
   -1.082     -2.055   -1.002     -1.868 -0.9355       -1.7         -0.8775     -1.576 -0.8262     -1.551 -0.7804     -1.589   -0.7392      -1.69     -0.7014     -1.831   -0.6666     -1.936    -0.6343     -2.016       -0.6045     -2.058 
  -0.9846     -2.302  -0.9055     -2.095 -0.8386     -1.947         -0.7804     -1.868 -0.7293     -1.916 -0.6836     -1.993   -0.6423      -2.04     -0.6045     -2.088   -0.5698     -2.081    -0.5375     -2.068       -0.5075     -2.069 
  -0.8598     -2.642  -0.7804     -2.466 -0.7135     -2.343         -0.6556     -2.264 -0.6045     -2.206 -0.5586     -2.171   -0.5173     -2.158     -0.4795     -2.168   -0.4448      -2.18    -0.4125      -2.19       -0.3826     -2.215 
  -0.8085     -2.655  -0.7293     -2.486 -0.6623     -2.355         -0.6045      -2.26 -0.5533      -2.19 -0.5075    -2.144   -0.4661     -2.127     -0.4283     -2.135   -0.3936     -2.143    -0.3614     -2.144       -0.3314     -2.159 
  -0.7314     -2.654  -0.6523      -2.46 -0.5854     -2.312         -0.5274     -2.203 -0.4763     -2.125 -0.4305     -2.079   -0.3891     -2.057     -0.3513     -2.054   -0.3166     -2.048    -0.2844     -2.042       -0.2545     -2.066 
  -0.6688     -2.604  -0.5897     -2.403 -0.5227     -2.251         -0.4647     -2.143 -0.4136     -2.067 -0.3678     -2.018   -0.3265     -1.989     -0.2887     -1.979   -0.2539     -1.985    -0.2217     -2.001       -0.1918     -2.037 
  -0.5586     -2.494  -0.4795      -2.29 -0.4125     -2.142         -0.3546     -2.034 -0.3034     -1.954 -0.2577     -1.913   -0.2162     -1.911     -0.1785     -1.932   -0.1437     -1.965    -0.1115     -2.006      -0.08155     -2.062 
  -0.4618     -2.404  -0.3826     -2.213 -0.3156     -2.067         -0.2577     -1.968 -0.2065     -1.916 -0.1607     -1.903   -0.1194     -1.928    -0.08155     -1.967  -0.04677     -2.005   -0.01462     -2.041       0.01536      -2.09 
  -0.3826     -2.366  -0.3034     -2.173 -0.2364     -2.042       -0.1785     -1.967 -0.1273     -1.939 -0.08155     -1.948  -0.04015     -1.973   -0.002395     -2.003   0.03222     -2.036    0.06446     -2.078       0.09447     -2.132 
  -0.1359     -2.396  -0.0567     -2.261  0.0103     -2.173         0.06819     -2.131  0.1193     -2.125  0.1652     -2.148    0.2066      -2.17      0.2443     -2.184     0.279     -2.204     0.3113     -2.234        0.3412     -2.272 
 -0.01936     -2.502  0.05994     -2.372  0.1268     -2.304          0.1847     -2.272  0.2358     -2.263  0.2817     -2.283     0.323     -2.305      0.3608     -2.328    0.3955     -2.365     0.4278     -2.418        0.4577     -2.494 
  0.09447     -2.644   0.1738     -2.544  0.2405     -2.478          0.2986     -2.451  0.3499     -2.462  0.3955     -2.513     0.437     -2.569      0.4748     -2.632    0.5095     -2.683     0.5417     -2.706        0.5717     -2.724 
   0.1915     -2.829   0.2707     -2.727  0.3377     -2.683          0.3955     -2.688  0.4467     -2.737  0.4925     -2.811    0.5339     -2.827      0.5717     -2.818    0.6064      -2.81     0.6386     -2.803        0.6686     -2.801 
   0.3541     -3.147   0.4334     -3.114  0.5004     -3.106          0.5583     -3.065  0.6095     -3.021  0.6552     -2.971    0.6966     -2.907      0.7344     -2.846    0.7692     -2.798     0.8013     -2.764        0.8313     -2.749 
   0.4925      -3.55   0.5717     -3.448  0.6386     -3.352          0.6966     -3.247  0.7477     -3.156  0.7935     -3.085    0.8349     -3.028      0.8727     -2.989    0.9075     -2.969     0.9396     -2.978        0.9696     -3.022 
   0.7935     -4.175   0.8727     -4.038  0.9396     -3.971          0.9976     -3.954   1.049     -3.934   1.094     -3.888     1.136     -3.777       1.174     -3.666     1.208     -3.577      1.241     -3.531         1.271     -3.504 
